pid,ozone,dzone,purp,mode,min_time,max_time
560,1.0,35.0,home,train,14.0,17.0
560,35.0,35.0,work,bus,29.0,32.0
560,35.0,35.0,home,bus,41.0,44.0
561,15.0,19.0,work,bus,5.0,8.0
561,19.0,19.0,work,bus,5.0,8.0
562,25.0,25.0,other,walk,11.0,14.0
562,25.0,25.0,home,walk,20.0,23.0
562,25.0,25.0,market,walk,20.0,23.0
563,7.0,1.0,work,walk,8.0,11.0
563,1.0,7.0,home,walk,17.0,20.0
564,5.0,14.0,work,car,8.0,11.0
564,14.0,5.0,home,car,14.0,17.0
565,13.0,2.0,work,car,0.0,5.0
565,2.0,2.0,work,car,0.0,5.0
566,23.0,36.0,market,car,11.0,14.0
566,36.0,36.0,market,car,11.0,14.0
566,36.0,36.0,other,car,20.0,23.0
567,15.0,21.0,other,car,17.0,20.0
567,21.0,15.0,home,car,20.0,23.0
568,21.0,21.0,other,taxi,20.0,23.0
568,21.0,25.0,recreation,bus,20.0,23.0
569,10.0,10.0,other,car,5.0,8.0
569,10.0,10.0,other,car,5.0,8.0
570,15.0,1.0,market,car,8.0,11.0
570,1.0,15.0,home,car,11.0,14.0
570,15.0,20.0,recreation,walk,17.0,20.0
570,20.0,15.0,home,walk,20.0,23.0
571,25.0,28.0,work,car,5.0,8.0
571,28.0,25.0,home,car,14.0,17.0
572,12.0,12.0,other,car,17.0,20.0
572,12.0,5.0,other,car,32.0,35.0
573,36.0,36.0,recreation,car,20.0,23.0
573,36.0,36.0,market,car,41.0,44.0
574,25.0,30.0,work,car,5.0,8.0
574,30.0,25.0,home,car,14.0,17.0
575,15.0,31.0,other,train,17.0,20.0
575,31.0,15.0,home,train,20.0,23.0
576,22.0,22.0,market,walk,11.0,14.0
576,22.0,22.0,market,bus,11.0,14.0
577,19.0,19.0,other,car,11.0,14.0
577,19.0,5.0,market,car,14.0,17.0
577,5.0,6.0,market,car,17.0,20.0
578,19.0,19.0,other,car,11.0,14.0
578,19.0,5.0,market,car,14.0,17.0
578,5.0,6.0,market,car,17.0,20.0
579,18.0,1.0,work,car,8.0,11.0
579,1.0,1.0,work,car,8.0,11.0
579,1.0,18.0,home,car,17.0,20.0
580,25.0,4.0,market,taxi,11.0,14.0
580,4.0,4.0,market,taxi,11.0,14.0
581,32.0,17.0,work,car,5.0,8.0
581,17.0,9.0,recreation,car,17.0,20.0
582,21.0,10.0,recreation,bus,8.0,11.0
582,10.0,21.0,home,taxi,20.0,23.0
583,15.0,15.0,other,bus,11.0,14.0
583,15.0,15.0,other,bus,17.0,20.0
584,21.0,1.0,work,car,5.0,8.0
584,1.0,21.0,home,car,14.0,17.0
585,6.0,28.0,work,car,5.0,8.0
585,28.0,6.0,home,car,14.0,17.0
586,21.0,1.0,work,car,5.0,8.0
586,1.0,21.0,home,car,14.0,17.0
587,19.0,1.0,work,car,5.0,8.0
587,1.0,19.0,recreation,car,17.0,20.0
588,2.0,15.0,education,bus,14.0,17.0
588,15.0,2.0,home,bus,20.0,23.0
589,9.0,11.0,work,car,5.0,8.0
589,11.0,9.0,home,car,5.0,8.0
589,9.0,1.0,recreation,car,17.0,20.0
590,16.0,25.0,work,bicycle,14.0,17.0
590,25.0,25.0,work,bicycle,14.0,17.0
590,25.0,25.0,work,bicycle,14.0,17.0
590,25.0,25.0,work,bicycle,14.0,17.0
591,5.0,1.0,work,train,5.0,8.0
591,1.0,5.0,home,train,14.0,17.0
592,18.0,1.0,work,train,5.0,8.0
592,1.0,18.0,home,train,17.0,20.0
593,25.0,3.0,education,train,8.0,11.0
593,3.0,2.0,market,train,11.0,14.0
593,2.0,31.0,other,train,17.0,20.0
593,31.0,25.0,home,train,23.0,29.0
593,25.0,1.0,recreation,train,35.0,38.0
594,35.0,35.0,work,car,8.0,11.0
594,35.0,35.0,recreation,car,17.0,20.0
594,35.0,35.0,home,car,20.0,23.0
595,32.0,32.0,recreation,walk,5.0,8.0
595,32.0,36.0,work,bus,5.0,8.0
596,36.0,36.0,market,car,8.0,11.0
596,36.0,36.0,service,car,29.0,32.0
596,36.0,36.0,home,car,35.0,38.0
597,35.0,22.0,work,car,8.0,11.0
597,22.0,35.0,home,car,17.0,20.0
598,25.0,7.0,work,taxi,5.0,8.0
598,7.0,25.0,home,train,14.0,17.0
599,35.0,22.0,work,bus,5.0,8.0
599,22.0,35.0,home,bus,14.0,17.0
599,35.0,35.0,market,walk,17.0,20.0
599,35.0,1.0,recreation,car,20.0,23.0
600,1.0,1.0,recreation,taxi,20.0,23.0
600,1.0,1.0,recreation,taxi,20.0,23.0
601,19.0,19.0,work,car,8.0,11.0
601,19.0,19.0,work,car,8.0,11.0
601,19.0,19.0,other,car,17.0,20.0
601,19.0,19.0,home,car,38.0,41.0
601,19.0,19.0,market,car,38.0,41.0
602,29.0,29.0,other,bus,5.0,8.0
602,29.0,33.0,market,escooter,23.0,29.0
603,8.0,8.0,other,bus,17.0,20.0
603,8.0,8.0,education,train,32.0,35.0
603,8.0,8.0,recreation,taxi,44.0,47.0
604,30.0,24.0,work,car,5.0,8.0
604,24.0,30.0,home,car,14.0,17.0
605,7.0,1.0,recreation,train,14.0,17.0
605,1.0,7.0,home,bus,17.0,20.0
606,18.0,18.0,other,train,11.0,14.0
606,18.0,7.0,service,train,11.0,14.0
607,35.0,18.0,market,car,11.0,14.0
607,18.0,18.0,other,car,32.0,35.0
608,1.0,22.0,work,train,8.0,11.0
608,22.0,1.0,home,train,17.0,20.0
609,16.0,1.0,work,train,8.0,11.0
609,1.0,16.0,home,train,17.0,20.0
610,11.0,32.0,work,car,8.0,11.0
610,32.0,11.0,home,car,14.0,17.0
611,28.0,28.0,work,car,8.0,11.0
611,28.0,28.0,home,car,17.0,20.0
612,12.0,22.0,market,car,8.0,11.0
612,22.0,1.0,recreation,car,17.0,20.0
613,26.0,26.0,recreation,walk,20.0,23.0
613,26.0,12.0,recreation,bus,20.0,23.0
