pid,gender,age,education,employment,income,car_own,home,dest1,purp1,mode1,time1,dest2,purp2,mode2,time2,dest3,purp3,mode3,time3,dest4,purp4,mode4,time4,dest5,purp5,mode5,time5
427,0: feamale,22.0,2: high school,3: student,0: no income,1: yes,30.0,15,3: education,4: train,10,30,2: return home,4: train,15,30.0,6: service,4: train,19.0,,,,,,,,
428,0: feamale,26.0,3: bachelor,4: active,3: 1500-2500,1: yes,16.0,12,1: work,1: car,10,22,1: work,1: car,16,,,,,,,,,,,,
429,1: male,43.0,4: master or phd,4: active,2: 750-1500,1: yes,11.0,7,1: work,4: train,10,6,4: market,4: train,13,,,,,,,,,,,,
430,0: feamale,43.0,4: master or phd,4: active,3: 1500-2500,1: yes,7.0,1,1: work,4: train,10,7,2: return home,4: train,17,,,,,,,,,,,,
431,0: feamale,25.0,4: master or phd,4: active,2: 750-1500,1: yes,22.0,22,5: recreation,1: car,15,28,5: recreation,1: car,19,,,,,,,,,,,,
432,0: feamale,27.0,3: bachelor,4: active,1: 750 or less,1: yes,4.0,17,1: work,4: train,15,4,2: return home,4: train,22,,,,,,,,,,,,
433,0: feamale,27.0,4: master or phd,4: active,2: 750-1500,1: yes,1.0,1,1: work,1: car,10,1,2: return home,1: car,15,,,,,,,,,,,,
434,0: feamale,35.0,3: bachelor,4: active,3: 1500-2500,1: yes,35.0,22,1: work,1: car,8,35,2: return home,1: car,17,,,,,,,,,,,,
435,0: feamale,29.0,2: high school,4: active,1: 750 or less,1: yes,22.0,22,1: work,1: car,9,22,2: return home,1: car,16,22.0,5: recreation,1: car,17.0,22.0,5: recreation,1: car,22.0,22.0,2: return home,1: car,3.0
436,1: male,35.0,4: master or phd,4: active,,1: yes,21.0,1,5: recreation,3: bus,19,21,2: return home,3: bus,19,,,,,,,,,,,,
437,0: feamale,22.0,3: bachelor,4: active,1: 750 or less,1: yes,15.0,16,3: education,3: bus,9,15,2: return home,3: bus,17,16.0,5: recreation,4: train,17.0,18.0,2: return home,4: train,20.0,,,,
438,0: feamale,36.0,2: high school,2: unemployed,1: 750 or less,0: no,1.0,32,4: market,4: train,18,1,2: return home,4: train,18,,,,,,,,,,,,
439,1: male,24.0,3: bachelor,4: active,,1: yes,32.0,22,1: work,1: car,9,35,5: recreation,1: car,17,,,,,,,,,,,,
440,1: male,32.0,2: high school,4: active,2: 750-1500,1: yes,30.0,4,1: work,4: train,7,2,1: work,4: train,11,,,,,,,,,,,,
441,0: feamale,28.0,2: high school,3: student,1: 750 or less,1: yes,18.0,11,3: education,4: train,9,1,5: recreation,4: train,20,18.0,2: return home,4: train,1.0,,,,,,,,
442,0: feamale,41.0,2: high school,4: active,1: 750 or less,0: no,21.0,21,1: work,3: bus,7,21,2: return home,4: train,16,,,,,,,,,,,,
443,0: feamale,20.0,3: bachelor,4: active,2: 750-1500,1: yes,31.0,29,1: work,4: train,7,31,2: return home,4: train,15,28.0,5: recreation,1: car,17.0,31.0,2: return home,1: car,17.0,35.0,4: market,4: train,17.0
444,0: feamale,45.0,4: master or phd,2: unemployed,2: 750-1500,1: yes,30.0,30,7: other,7: walk,8,31,7: other,7: walk,12,,,,,,,,,,,,
445,0: feamale,34.0,3: bachelor,4: active,2: 750-1500,1: yes,8.0,2,1: work,3: bus,5,11,7: other,4: train,19,8.0,2: return home,3: bus,22.0,,,,,,,,
446,0: feamale,28.0,3: bachelor,3: student,1: 750 or less,1: yes,12.0,12,5: recreation,1: car,19,12,2: return home,1: car,3,,,,,,,,,,,,
447,0: feamale,34.0,4: master or phd,4: active,3: 1500-2500,1: yes,34.0,13,7: other,2: taxi,18,34,2: return home,2: taxi,20,34.0,2: return home,2: taxi,20.0,,,,,,,,
448,1: male,27.0,3: bachelor,4: active,1: 750 or less,1: yes,4.0,4,5: recreation,1: car,12,19,5: recreation,1: car,14,,,,,,,,,,,,
449,0: feamale,27.0,3: bachelor,4: active,1: 750 or less,1: yes,24.0,9,1: work,1: car,9,24,2: return home,1: car,18,32.0,5: recreation,1: car,21.0,,,,,,,,
450,0: feamale,49.0,4: master or phd,4: active,2: 750-1500,1: yes,4.0,4,1: work,7: walk,13,4,2: return home,7: walk,17,4.0,4: market,7: walk,17.0,,,,,,,,
451,0: feamale,36.0,4: master or phd,4: active,2: 750-1500,0: no,5.0,26,5: recreation,3: bus,17,5,2: return home,7: walk,17,,,,,,,,,,,,
452,0: feamale,36.0,3: bachelor,4: active,1: 750 or less,1: yes,18.0,21,1: work,3: bus,10,30,1: work,3: bus,22,,,,,,,,,,,,
453,1: male,24.0,4: master or phd,4: active,2: 750-1500,1: yes,31.0,22,1: work,1: car,8,31,2: return home,1: car,17,31.0,5: recreation,7: walk,17.0,31.0,2: return home,7: walk,17.0,,,,
454,0: feamale,21.0,3: bachelor,4: active,2: 750-1500,1: yes,13.0,1,4: market,7: walk,15,13,2: return home,7: walk,21,,,,,,,,,,,,
455,0: feamale,21.0,3: bachelor,4: active,2: 750-1500,1: yes,20.0,24,1: work,4: train,16,16,1: work,4: train,16,,,,,,,,,,,,
456,0: feamale,39.0,3: bachelor,4: active,1: 750 or less,1: yes,24.0,24,1: work,1: car,8,24,2: return home,1: car,17,,,,,,,,,,,,
457,1: male,39.0,4: master or phd,4: active,2: 750-1500,0: no,32.0,32,5: recreation,5: motorcycle,19,32,2: return home,5: motorcycle,19,,,,,,,,,,,,
458,1: male,62.0,3: bachelor,4: active,4: 2500 or more,1: yes,12.0,12,5: recreation,1: car,17,12,4: market,1: car,11,,,,,,,,,,,,
459,0: feamale,61.0,3: bachelor,1: inactive,2: 750-1500,1: yes,2.0,1,5: recreation,3: bus,13,2,2: return home,3: bus,19,2.0,7: other,7: walk,22.0,2.0,2: return home,7: walk,1.0,,,,
460,1: male,56.0,3: bachelor,1: inactive,2: 750-1500,1: yes,2.0,30,5: recreation,1: car,14,2,2: return home,1: car,19,,,,,,,,,,,,
461,0: feamale,43.0,2: high school,4: active,2: 750-1500,1: yes,9.0,22,1: work,1: car,7,9,2: return home,1: car,15,25.0,7: other,1: car,21.0,,,,,,,,
462,0: feamale,27.0,3: bachelor,4: active,2: 750-1500,0: no,32.0,32,1: work,7: walk,9,35,1: work,4: train,9,32.0,2: return home,4: train,17.0,,,,,,,,
463,0: feamale,37.0,4: master or phd,4: active,2: 750-1500,1: yes,24.0,22,1: work,1: car,10,22,4: market,1: car,18,,,,,,,,,,,,
464,1: male,62.0,4: master or phd,4: active,,1: yes,26.0,26,7: other,1: car,17,26,2: return home,1: car,17,,,,,,,,,,,,
465,0: feamale,20.0,3: bachelor,4: active,1: 750 or less,1: yes,22.0,22,5: recreation,1: car,22,22,2: return home,1: car,2,,,,,,,,,,,,
466,0: feamale,23.0,4: master or phd,4: active,2: 750-1500,1: yes,35.0,1,5: recreation,4: train,13,35,2: return home,4: train,20,,,,,,,,,,,,
467,1: male,19.0,3: bachelor,4: active,2: 750-1500,1: yes,18.0,15,7: other,1: car,10,18,2: return home,1: car,10,,,,,,,,,,,,
468,0: feamale,45.0,2: high school,4: active,2: 750-1500,1: yes,7.0,4,1: work,7: walk,6,7,2: return home,2: taxi,17,,,,,,,,,,,,
469,1: male,28.0,3: bachelor,4: active,3: 1500-2500,0: no,7.0,25,1: work,4: train,9,7,2: return home,4: train,21,,,,,,,,,,,,
470,0: feamale,29.0,4: master or phd,4: active,2: 750-1500,1: yes,30.0,15,1: work,4: train,10,30,2: return home,4: train,18,,,,,,,,,,,,
471,1: male,26.0,2: high school,4: active,1: 750 or less,1: yes,4.0,1,1: work,3: bus,12,4,2: return home,3: bus,20,,,,,,,,,,,,
472,1: male,25.0,3: bachelor,2: unemployed,0: no income,0: no,16.0,16,5: recreation,7: walk,16,16,5: recreation,7: walk,16,,,,,,,,,,,,
473,1: male,38.0,3: bachelor,4: active,1: 750 or less,1: yes,35.0,35,7: other,4: train,15,35,1: work,3: bus,8,35.0,7: other,4: train,17.0,,,,,,,,
474,0: feamale,18.0,2: high school,3: student,2: 750-1500,1: yes,8.0,8,1: work,3: bus,10,8,3: education,4: train,10,8.0,4: market,3: bus,13.0,8.0,2: return home,3: bus,18.0,,,,
475,1: male,26.0,3: bachelor,3: student,0: no income,0: no,7.0,35,1: work,4: train,8,7,2: return home,4: train,18,35.0,7: other,3: bus,21.0,,,,,,,,
476,0: feamale,35.0,3: bachelor,4: active,1: 750 or less,1: yes,17.0,36,7: other,1: car,15,17,2: return home,1: car,15,,,,,,,,,,,,
477,0: feamale,64.0,3: bachelor,4: active,2: 750-1500,1: yes,7.0,21,1: work,4: train,7,7,2: return home,4: train,16,,,,,,,,,,,,
478,0: feamale,33.0,3: bachelor,4: active,1: 750 or less,0: no,21.0,28,1: work,3: bus,20,21,2: return home,3: bus,5,21.0,7: other,7: walk,14.0,,,,,,,,
479,0: feamale,24.0,4: master or phd,4: active,3: 1500-2500,1: yes,2.0,29,1: work,1: car,8,34,5: recreation,1: car,19,2.0,2: return home,1: car,4.0,,,,,,,,
480,1: male,31.0,4: master or phd,4: active,4: 2500 or more,1: yes,22.0,2,1: work,1: car,8,24,1: work,1: car,16,22.0,7: other,1: car,17.0,20.0,5: recreation,1: car,22.0,22.0,2: return home,1: car,1.0
481,0: feamale,29.0,3: bachelor,4: active,2: 750-1500,1: yes,30.0,30,1: work,7: walk,7,30,2: return home,7: walk,19,,,,,,,,,,,,
482,1: male,22.0,4: master or phd,4: active,3: 1500-2500,1: yes,26.0,15,1: work,1: car,9,11,1: work,1: car,18,,,,,,,,,,,,
483,0: feamale,25.0,3: bachelor,4: active,2: 750-1500,1: yes,12.0,7,1: work,1: car,10,7,1: work,1: car,16,1.0,5: recreation,4: train,20.0,,,,,,,,
484,0: feamale,26.0,4: master or phd,4: active,2: 750-1500,1: yes,20.0,29,1: work,1: car,6,2,5: recreation,1: car,16,20.0,2: return home,1: car,17.0,,,,,,,,
485,1: male,24.0,2: high school,3: student,1: 750 or less,1: yes,36.0,11,3: education,3: bus,8,36,2: return home,3: bus,11,,,,,,,,,,,,
486,0: feamale,21.0,3: bachelor,4: active,2: 750-1500,1: yes,22.0,22,7: other,1: car,11,14,1: work,1: car,11,32.0,5: recreation,1: car,20.0,,,,,,,,
487,0: feamale,24.0,3: bachelor,4: active,1: 750 or less,0: no,14.0,22,1: work,1: car,19,35,4: market,1: car,19,,,,,,,,,,,,
488,0: feamale,26.0,3: bachelor,4: active,2: 750-1500,1: yes,36.0,36,5: recreation,1: car,18,36,4: market,1: car,22,,,,,,,,,,,,
489,0: feamale,45.0,4: master or phd,4: active,,0: no,7.0,7,7: other,5: motorcycle,9,1,6: service,5: motorcycle,13,2.0,4: market,5: motorcycle,13.0,,,,,,,,
490,0: feamale,27.0,4: master or phd,3: student,1: 750 or less,1: yes,4.0,3,1: work,1: car,6,4,2: return home,1: car,14,2.0,5: recreation,1: car,22.0,,,,,,,,
491,1: male,49.0,4: master or phd,4: active,,1: yes,26.0,22,1: work,1: car,8,2,1: work,1: car,16,2.0,5: recreation,7: walk,21.0,,,,,,,,
492,0: feamale,32.0,4: master or phd,4: active,2: 750-1500,0: no,2.0,3,1: work,7: walk,10,2,2: return home,7: walk,18,1.0,5: recreation,2: taxi,22.0,,,,,,,,
493,1: male,62.0,2: high school,,2: 750-1500,1: yes,35.0,2,1: work,1: car,8,35,2: return home,1: car,18,,,,,,,,,,,,
494,0: feamale,43.0,4: master or phd,4: active,3: 1500-2500,1: yes,1.0,1,1: work,7: walk,6,1,1: work,7: walk,15,1.0,4: market,1: car,18.0,,,,,,,,
495,1: male,38.0,3: bachelor,4: active,2: 750-1500,1: yes,5.0,18,1: work,1: car,10,11,1: work,1: car,19,16.0,5: recreation,7: walk,19.0,,,,,,,,
496,0: feamale,27.0,3: bachelor,3: student,0: no income,1: yes,1.0,1,3: education,4: train,12,1,5: recreation,7: walk,14,4.0,5: recreation,1: car,22.0,,,,,,,,
497,0: feamale,55.0,3: bachelor,2: unemployed,1: 750 or less,0: no,1.0,1,5: recreation,3: bus,21,1,4: market,7: walk,9,,,,,,,,,,,,
498,1: male,29.0,3: bachelor,4: active,2: 750-1500,1: yes,34.0,35,1: work,1: car,10,34,2: return home,1: car,21,,,,,,,,,,,,
499,0: feamale,63.0,4: master or phd,4: active,2: 750-1500,1: yes,20.0,1,7: other,1: car,8,3,1: work,1: car,12,20.0,2: return home,1: car,19.0,,,,,,,,
500,0: feamale,60.0,4: master or phd,1: inactive,1: 750 or less,1: yes,15.0,34,7: other,1: car,8,2,4: market,1: car,18,15.0,2: return home,1: car,20.0,,,,,,,,
501,0: feamale,31.0,3: bachelor,4: active,2: 750-1500,0: no,2.0,2,5: recreation,7: walk,10,1,7: other,7: walk,11,1.0,1: work,6: bicycle,19.0,2.0,2: return home,6: bicycle,21.0,,,,
502,0: feamale,56.0,3: bachelor,4: active,3: 1500-2500,1: yes,20.0,35,1: work,1: car,9,20,2: return home,1: car,19,,,,,,,,,,,,
503,1: male,43.0,4: master or phd,4: active,2: 750-1500,1: yes,1.0,1,1: work,7: walk,7,13,7: other,1: car,18,,,,,,,,,,,,
504,1: male,57.0,3: bachelor,4: active,2: 750-1500,1: yes,24.0,2,1: work,5: motorcycle,6,1,5: recreation,6: bicycle,17,,,,,,,,,,,,
505,0: feamale,25.0,3: bachelor,4: active,2: 750-1500,1: yes,18.0,18,7: other,4: train,13,18,2: return home,4: train,13,,,,,,,,,,,,
506,0: feamale,29.0,2: high school,3: student,0: no income,1: yes,2.0,30,3: education,4: train,5,2,2: return home,3: bus,11,,,,,,,,,,,,
507,0: feamale,22.0,4: master or phd,4: active,1: 750 or less,0: no,15.0,22,1: work,3: bus,14,15,2: return home,3: bus,21,4.0,6: service,3: bus,11.0,,,,,,,,
508,1: male,31.0,4: master or phd,4: active,3: 1500-2500,1: yes,2.0,30,1: work,1: car,10,2,2: return home,1: car,19,12.0,7: other,1: car,11.0,,,,,,,,
509,0: feamale,39.0,4: master or phd,4: active,3: 1500-2500,1: yes,28.0,7,1: work,1: car,8,22,5: recreation,1: car,17,28.0,2: return home,1: car,22.0,,,,,,,,
510,1: male,39.0,4: master or phd,4: active,2: 750-1500,0: no,2.0,15,1: work,3: bus,8,1,4: market,4: train,15,2.0,2: return home,7: walk,19.0,,,,,,,,
511,0: feamale,47.0,3: bachelor,1: inactive,,0: no,28.0,28,5: recreation,2: taxi,16,28,4: market,7: walk,20,,,,,,,,,,,,
512,0: feamale,25.0,4: master or phd,4: active,3: 1500-2500,1: yes,7.0,1,1: work,1: car,8,28,1: work,1: car,18,,,,,,,,,,,,
513,0: feamale,55.0,3: bachelor,1: inactive,1: 750 or less,1: yes,2.0,13,7: other,2: taxi,10,2,2: return home,3: bus,12,,,,,,,,,,,,
514,0: feamale,62.0,4: master or phd,4: active,2: 750-1500,0: no,5.0,5,7: other,7: walk,11,6,7: other,7: walk,14,6.0,4: market,7: walk,19.0,,,,,,,,
515,0: feamale,48.0,2: high school,4: active,2: 750-1500,1: yes,6.0,7,1: work,5: motorcycle,9,6,2: return home,5: motorcycle,17,6.0,4: market,7: walk,17.0,,,,,,,,
516,1: male,58.0,3: bachelor,4: active,2: 750-1500,1: yes,15.0,7,1: work,1: car,10,6,1: work,1: car,14,,,,,,,,,,,,
517,1: male,21.0,2: high school,4: active,1: 750 or less,1: yes,16.0,16,3: education,7: walk,19,1,1: work,7: walk,7,,,,,,,,,,,,
518,1: male,24.0,3: bachelor,4: active,2: 750-1500,1: yes,15.0,1,1: work,5: motorcycle,10,15,2: return home,5: motorcycle,19,18.0,5: recreation,5: motorcycle,19.0,30.0,5: recreation,5: motorcycle,22.0,,,,
519,0: feamale,39.0,2: high school,4: active,1: 750 or less,0: no,14.0,23,1: work,6: bicycle,8,21,1: work,6: bicycle,14,,,,,,,,,,,,
520,0: feamale,38.0,3: bachelor,4: active,1: 750 or less,1: yes,6.0,6,4: market,7: walk,14,6,7: other,7: walk,14,,,,,,,,,,,,
521,1: male,23.0,4: master or phd,4: active,2: 750-1500,1: yes,20.0,15,1: work,1: car,8,10,7: other,1: car,8,,,,,,,,,,,,
522,0: feamale,31.0,4: master or phd,4: active,2: 750-1500,1: yes,7.0,15,1: work,3: bus,9,7,2: return home,3: bus,17,7.0,5: recreation,7: walk,22.0,7.0,2: return home,7: walk,4.0,,,,
523,1: male,20.0,2: high school,3: student,0: no income,1: yes,15.0,15,5: recreation,3: bus,13,15,2: return home,7: walk,3,1.0,2: return home,2: taxi,21.0,,,,,,,,
524,0: feamale,18.0,2: high school,3: student,1: 750 or less,1: yes,15.0,34,5: recreation,5: motorcycle,14,21,7: other,5: motorcycle,17,15.0,2: return home,5: motorcycle,22.0,25.0,5: recreation,5: motorcycle,22.0,11.0,5: recreation,4: train,22.0
525,0: feamale,56.0,3: bachelor,4: active,2: 750-1500,1: yes,7.0,1,5: recreation,1: car,20,7,2: return home,1: car,1,,,,,,,,,,,,
526,1: male,22.0,2: high school,3: student,1: 750 or less,0: no,15.0,15,7: other,7: walk,16,7,5: recreation,3: bus,21,,,,,,,,,,,,
527,1: male,42.0,4: master or phd,4: active,2: 750-1500,1: yes,30.0,24,1: work,1: car,9,7,7: other,1: car,18,30.0,2: return home,1: car,18.0,,,,,,,,
528,0: feamale,20.0,3: bachelor,4: active,2: 750-1500,1: yes,25.0,24,1: work,4: train,10,24,1: work,4: train,5,15.0,1: work,4: train,20.0,,,,,,,,
529,0: feamale,28.0,3: bachelor,4: active,2: 750-1500,1: yes,1.0,1,5: recreation,7: walk,20,15,5: recreation,7: walk,20,,,,,,,,,,,,
530,1: male,22.0,4: master or phd,4: active,2: 750-1500,1: yes,35.0,35,5: recreation,1: car,18,36,1: work,1: car,8,,,,,,,,,,,,
531,1: male,29.0,4: master or phd,4: active,2: 750-1500,1: yes,3.0,1,1: work,4: train,8,3,2: return home,4: train,17,,,,,,,,,,,,
532,1: male,63.0,3: bachelor,1: inactive,2: 750-1500,1: yes,21.0,21,7: other,1: car,11,2,4: market,1: car,11,,,,,,,,,,,,
533,0: feamale,60.0,2: high school,1: inactive,1: 750 or less,1: yes,14.0,14,7: other,7: walk,18,14,7: other,7: walk,18,14.0,4: market,1: car,14.0,,,,,,,,
534,0: feamale,73.0,4: master or phd,1: inactive,2: 750-1500,1: yes,1.0,1,4: market,7: walk,11,1,7: other,1: car,15,,,,,,,,,,,,
535,0: feamale,55.0,3: bachelor,4: active,2: 750-1500,1: yes,36.0,36,1: work,1: car,10,36,2: return home,1: car,14,,,,,,,,,,,,
536,0: feamale,42.0,4: master or phd,4: active,3: 1500-2500,1: yes,15.0,1,4: market,3: bus,18,6,1: work,7: walk,10,,,,,,,,,,,,
537,0: feamale,33.0,2: high school,2: unemployed,0: no income,1: yes,1.0,12,5: recreation,1: car,11,1,2: return home,1: car,16,1.0,5: recreation,2: taxi,20.0,1.0,2: return home,1: car,3.0,,,,
538,0: feamale,26.0,4: master or phd,4: active,2: 750-1500,1: yes,24.0,22,1: work,4: train,8,24,2: return home,4: train,17,,,,,,,,,,,,
539,0: feamale,20.0,2: high school,3: student,0: no income,1: yes,7.0,15,3: education,3: bus,8,7,2: return home,3: bus,17,1.0,5: recreation,4: train,20.0,,,,,,,,
540,1: male,36.0,4: master or phd,4: active,3: 1500-2500,1: yes,7.0,29,7: other,1: car,19,7,5: recreation,1: car,19,7.0,2: return home,1: car,21.0,,,,,,,,
541,0: feamale,29.0,4: master or phd,4: active,1: 750 or less,1: yes,36.0,2,1: work,4: train,13,2,1: work,4: train,13,,,,,,,,,,,,
542,1: male,21.0,4: master or phd,4: active,2: 750-1500,1: yes,22.0,22,7: other,1: car,9,22,2: return home,1: car,20,,,,,,,,,,,,
543,0: feamale,31.0,3: bachelor,4: active,1: 750 or less,1: yes,24.0,15,1: work,5: motorcycle,15,13,1: work,5: motorcycle,15,24.0,1: work,5: motorcycle,22.0,,,,,,,,
544,0: feamale,61.0,3: bachelor,1: inactive,2: 750-1500,1: yes,25.0,1,5: recreation,4: train,13,25,2: return home,4: train,15,,,,,,,,,,,,
545,0: feamale,23.0,4: master or phd,4: active,2: 750-1500,0: no,15.0,36,1: work,4: train,9,15,2: return home,4: train,19,,,,,,,,,,,,
546,1: male,,3: bachelor,2: unemployed,0: no income,1: yes,7.0,12,1: work,1: car,9,7,1: work,1: car,17,7.0,4: market,7: walk,17.0,7.0,2: return home,7: walk,17.0,7.0,5: recreation,7: walk,20.0
547,1: male,20.0,4: master or phd,4: active,1: 750 or less,1: yes,10.0,18,1: work,1: car,14,25,1: work,1: car,14,28.0,1: work,1: car,17.0,,,,,,,,
548,0: feamale,46.0,3: bachelor,4: active,2: 750-1500,1: yes,8.0,23,1: work,1: car,9,6,4: market,1: car,15,,,,,,,,,,,,
549,0: feamale,24.0,2: high school,3: student,0: no income,1: yes,15.0,15,3: education,3: bus,8,11,5: recreation,4: train,22,13.0,5: recreation,3: bus,19.0,1.0,4: market,4: train,16.0,7.0,5: recreation,3: bus,19.0
550,1: male,54.0,3: bachelor,1: inactive,2: 750-1500,1: yes,2.0,1,4: market,7: walk,11,2,2: return home,7: walk,11,,,,,,,,,,,,
551,0: feamale,70.0,2: high school,1: inactive,2: 750-1500,0: no,34.0,34,7: other,2: taxi,11,29,1: work,2: taxi,6,,,,,,,,,,,,
552,0: feamale,38.0,3: bachelor,4: active,3: 1500-2500,0: no,13.0,15,1: work,3: bus,8,1,1: work,3: bus,17,,,,,,,,,,,,
553,1: male,32.0,4: master or phd,4: active,3: 1500-2500,0: no,1.0,1,1: work,3: bus,10,1,5: recreation,2: taxi,22,1.0,2: return home,7: walk,17.0,1.0,2: return home,2: taxi,0.0,,,,
554,0: feamale,36.0,4: master or phd,4: active,3: 1500-2500,1: yes,28.0,1,1: work,1: car,9,7,7: other,1: car,16,28.0,2: return home,1: car,19.0,,,,,,,,
555,0: feamale,47.0,4: master or phd,4: active,3: 1500-2500,1: yes,1.0,15,1: work,1: car,8,1,2: return home,1: car,21,2.0,5: recreation,7: walk,21.0,1.0,2: return home,1: car,3.0,,,,
556,1: male,45.0,4: master or phd,4: active,3: 1500-2500,1: yes,30.0,36,1: work,1: car,6,19,1: work,1: car,9,22.0,4: market,1: car,13.0,24.0,7: other,2: taxi,15.0,,,,
557,1: male,47.0,4: master or phd,4: active,2: 750-1500,0: no,35.0,29,1: work,4: train,7,35,2: return home,4: train,16,,,,,,,,,,,,
558,0: feamale,51.0,4: master or phd,4: active,3: 1500-2500,0: no,15.0,1,1: work,2: taxi,6,2,4: market,2: taxi,12,,,,,,,,,,,,
559,1: male,59.0,2: high school,4: active,2: 750-1500,1: yes,32.0,32,7: other,1: car,19,32,7: other,1: car,19,32.0,7: other,1: car,19.0,32.0,7: other,1: car,19.0,32.0,7: other,1: car,19.0
560,0: feamale,51.0,3: bachelor,4: active,2: 750-1500,0: no,35.0,1,1: work,4: train,7,35,2: return home,4: train,16,35.0,1: work,3: bus,7.0,35.0,2: return home,3: bus,18.0,,,,
561,0: feamale,56.0,1: primary school,4: active,,1: yes,15.0,19,1: work,3: bus,6,19,1: work,3: bus,6,,,,,,,,,,,,
562,0: feamale,61.0,3: bachelor,4: active,1: 750 or less,1: yes,25.0,25,7: other,7: walk,12,25,2: return home,7: walk,22,25.0,4: market,7: walk,22.0,,,,,,,,
563,1: male,27.0,4: master or phd,4: active,1: 750 or less,1: yes,7.0,1,1: work,7: walk,9,7,2: return home,7: walk,17,,,,,,,,,,,,
564,1: male,49.0,3: bachelor,4: active,2: 750-1500,1: yes,5.0,14,1: work,1: car,10,5,2: return home,1: car,15,,,,,,,,,,,,
565,1: male,28.0,3: bachelor,3: student,1: 750 or less,0: no,13.0,2,1: work,1: car,3,2,1: work,1: car,3,,,,,,,,,,,,
566,0: feamale,51.0,3: bachelor,1: inactive,2: 750-1500,1: yes,23.0,36,4: market,1: car,13,36,4: market,1: car,13,36.0,7: other,1: car,22.0,,,,,,,,
567,1: male,83.0,3: bachelor,1: inactive,,1: yes,15.0,21,7: other,1: car,17,15,2: return home,1: car,21,,,,,,,,,,,,
568,0: feamale,20.0,3: bachelor,,1: 750 or less,0: no,21.0,21,7: other,2: taxi,20,25,5: recreation,3: bus,20,,,,,,,,,,,,
569,0: feamale,24.0,3: bachelor,4: active,2: 750-1500,1: yes,10.0,10,7: other,1: car,6,10,7: other,1: car,6,,,,,,,,,,,,
570,1: male,83.0,3: bachelor,1: inactive,2: 750-1500,1: yes,15.0,1,4: market,1: car,10,15,2: return home,1: car,13,20.0,5: recreation,7: walk,19.0,15.0,2: return home,7: walk,21.0,,,,
571,0: feamale,54.0,2: high school,4: active,2: 750-1500,1: yes,25.0,28,1: work,1: car,6,25,2: return home,1: car,15,,,,,,,,,,,,
572,0: feamale,43.0,4: master or phd,4: active,3: 1500-2500,1: yes,12.0,12,7: other,1: car,19,5,7: other,1: car,8,,,,,,,,,,,,
573,0: feamale,35.0,3: bachelor,4: active,3: 1500-2500,1: yes,36.0,36,5: recreation,1: car,21,36,4: market,1: car,18,,,,,,,,,,,,
574,1: male,61.0,2: high school,4: active,3: 1500-2500,1: yes,25.0,30,1: work,1: car,5,25,2: return home,1: car,15,,,,,,,,,,,,
575,0: feamale,37.0,4: master or phd,4: active,,0: no,15.0,31,7: other,4: train,18,15,2: return home,4: train,22,,,,,,,,,,,,
576,0: feamale,54.0,3: bachelor,1: inactive,2: 750-1500,1: yes,22.0,22,4: market,7: walk,13,22,4: market,3: bus,13,,,,,,,,,,,,
577,0: feamale,36.0,4: master or phd,4: active,2: 750-1500,1: yes,19.0,19,7: other,1: car,11,5,4: market,1: car,14,6.0,4: market,1: car,17.0,,,,,,,,
578,0: feamale,42.0,4: master or phd,4: active,2: 750-1500,1: yes,19.0,19,7: other,1: car,12,5,4: market,1: car,16,6.0,4: market,1: car,19.0,,,,,,,,
579,0: feamale,25.0,4: master or phd,4: active,2: 750-1500,1: yes,18.0,1,1: work,1: car,8,1,1: work,1: car,8,18.0,2: return home,1: car,18.0,,,,,,,,
580,0: feamale,74.0,2: high school,1: inactive,2: 750-1500,1: yes,25.0,4,4: market,2: taxi,11,4,4: market,2: taxi,11,,,,,,,,,,,,
581,1: male,23.0,2: high school,4: active,2: 750-1500,1: yes,32.0,17,1: work,1: car,6,9,5: recreation,1: car,18,,,,,,,,,,,,
582,1: male,51.0,2: high school,4: active,,0: no,21.0,10,5: recreation,3: bus,8,21,2: return home,2: taxi,21,,,,,,,,,,,,
583,0: feamale,20.0,2: high school,3: student,0: no income,1: yes,15.0,15,7: other,3: bus,13,15,7: other,3: bus,19,,,,,,,,,,,,
584,0: feamale,37.0,4: master or phd,4: active,3: 1500-2500,1: yes,21.0,1,1: work,1: car,7,21,2: return home,1: car,16,,,,,,,,,,,,
585,0: feamale,42.0,3: bachelor,4: active,2: 750-1500,1: yes,6.0,28,1: work,1: car,7,6,2: return home,1: car,16,,,,,,,,,,,,
586,0: feamale,46.0,4: master or phd,4: active,2: 750-1500,1: yes,21.0,1,1: work,1: car,7,21,2: return home,1: car,14,,,,,,,,,,,,
587,1: male,42.0,3: bachelor,4: active,2: 750-1500,1: yes,19.0,1,1: work,1: car,6,19,5: recreation,1: car,19,,,,,,,,,,,,
588,0: feamale,25.0,2: high school,3: student,0: no income,1: yes,2.0,15,3: education,3: bus,14,2,2: return home,3: bus,20,,,,,,,,,,,,
589,1: male,34.0,4: master or phd,4: active,3: 1500-2500,1: yes,9.0,11,1: work,1: car,5,9,2: return home,1: car,5,1.0,5: recreation,1: car,17.0,,,,,,,,
590,0: feamale,23.0,4: master or phd,4: active,2: 750-1500,1: yes,16.0,25,1: work,6: bicycle,16,25,1: work,6: bicycle,16,25.0,1: work,6: bicycle,16.0,25.0,1: work,6: bicycle,16.0,,,,
